0
-9
12
42
50
-25
0
52
13
-57
-60
-2
6
24
5
0
1
55
4
9
97
2
-11
-18
3
61
1
19
-57
-31
-20
46
28
1
-30
4
4
-47
3
-8
-10
18
7
20
13
3
74
-97
1
-28
-7
13
7
0
-21
-7
-1
17
1
13
0
19
0
3
2
1
-20
-18
1
2
-3
1
2
4
-9
9
-6
4
1
59
2
-1
1
1
1
-20
12
-13
70
-13
6
119
-3
19
-1
-1
1
37
68
17
50
-5
-6
1
-2
-41
-2
-66
10
-1
-68
18
55
9
-6
61
-127
1
3
22
54
71
-22
0
4
-81
-83
-1
-24
