-5218,1158,6282,427,5048,-2963,-398,2591,-6285,-783,-5413,3882,-1485,-9053,6840,3125,-653,-3060,2198,-3764,-4886,11297,2869,808,-4491,-6998,3701,-2478,-4040,8766,3306,-4688,596,2023,178,3994,-3479,491,1715,-5777,4922,7759,4383,569,-1163,-1816,8078,5555,5995,-1725,
2057,3785,-2201,6639,4615,-1160,1221,-1799,546,-798,-953,438,-1330,545,135,-3550,558,-3867,2164,-4016,432,-71,773,2159,-2580,-1694,-632,-337,-7491,948,2222,-3105,539,-2241,79,4078,-1881,3107,1439,-1353,-1755,10254,-1809,-608,593,-1847,2017,94,576,3017,
584,-1845,1165,5144,-3523,1815,-5213,-829,1396,5967,2390,-224,1367,1517,-4911,1094,227,5854,-3262,-743,956,-3991,1111,-283,3899,5576,2310,-144,1426,224,-687,2002,4190,2722,-1431,1450,2967,-162,2889,1755,-741,-1175,-807,2781,-4345,3843,2576,-1976,1969,-2237,
4219,4117,-4897,5551,3663,6646,-632,9016,3520,-6449,1653,11241,2883,1291,-3596,-2854,6731,2550,-5098,-804,3828,-5672,5729,-9666,-12546,-308,4166,-3412,-451,-9319,5486,4820,5220,-913,4570,-3050,5675,1671,-2517,1872,2181,4718,-1613,-1219,-954,5479,-2024,-2684,-2829,3533,
1645,-1808,-255,834,-4090,2939,-1270,-269,-13788,-7933,-3635,7652,-2220,-2827,-106,-791,5535,-9487,248,-4537,1801,9642,876,5916,-3220,-2625,599,-2204,3170,-6759,1108,1989,-927,2265,-4929,1942,-2834,-117,700,5425,6614,2197,1193,-9347,-1476,-6384,157,-6309,5923,1248,
-4798,1818,2673,-4260,8430,-5786,1004,4235,-9095,-1141,-2973,-1757,-6219,-3539,2571,1232,-4398,2640,3665,-5485,-7461,3698,-3654,1133,2478,-4050,-1413,3203,-838,8156,-385,-5781,1842,497,2470,3134,-2767,69,1896,-3967,4349,4151,-1616,-3144,-162,-497,4015,8117,7244,1909,
-722,45,208,-1087,677,-2022,-1696,393,-886,1562,266,1614,-1429,3097,64,-177,-614,-833,3487,-1824,-2265,-136,-1937,511,-2440,718,-2092,1487,755,-296,-2236,-2177,-58,-834,3703,3765,997,852,2639,-1736,-2142,187,357,-2571,-2454,1039,2488,955,-324,2322,
2094,-395,587,1654,-1189,2480,515,1943,-1548,-2762,167,-1457,-2498,81,-2707,3689,-544,2801,-2492,2305,-1344,-3425,-1449,-2314,2494,-165,945,1506,2597,-2265,-743,2116,1577,-1413,1070,-3777,3461,-783,-33,1908,3177,-4250,240,-4088,1336,2602,-365,-3024,1899,598,
2114,498,12658,13623,-15239,9962,1105,2460,-3335,-8676,-13937,-4092,-3211,-16572,-9500,7200,5147,6513,-11138,-11911,-10346,-10732,-8139,-499,3831,3364,8986,9024,10097,-3895,-7299,5936,955,2,5155,-1662,-1331,7794,17106,5289,18251,-10815,8173,-7287,1770,604,691,-7151,-418,-1722,
835,-2908,518,-2690,-523,102,2217,-891,4815,793,-270,-614,-2394,339,-2244,-1121,-607,3271,-722,132,4039,-4443,-832,-1535,-215,2749,632,-810,2798,-4144,1302,1019,-581,-294,-1366,-1564,-601,-970,315,305,-1338,-2547,-953,3229,2097,-454,-4444,-73,-3889,-2235,
3192,-4835,-3433,-965,-3375,-1224,4884,1050,-296,-6752,3259,-2084,-4107,6579,-1823,-2863,-597,-4889,-249,3084,1564,445,656,-4284,1258,-617,-4474,202,5292,-1941,-5378,7847,-6804,-5012,277,-798,2662,-3193,-2491,1992,-6103,-8686,1392,-4538,7490,656,-2772,-1216,-4,277,
-2060,1056,-267,-1126,-3524,-5565,-3742,-3705,-15505,-190,-3556,-1246,-6949,3405,-441,23,-2397,-7468,4728,-1050,-4110,9852,738,16085,4938,5592,-4004,557,-2165,2732,-9248,-7140,-2862,6886,-2254,6467,-6184,-4044,-36,3519,-5100,2901,3560,-11360,-5427,-7380,302,-1144,10118,3519,
979,917,1592,6466,-9667,8625,1566,1903,447,-3504,-1899,11188,4752,-4816,3812,-2591,11451,-9919,-6173,-7131,9372,10487,4794,319,-10001,-3755,7135,-5061,-2696,-4778,3332,3777,-4260,1647,-1176,765,-2323,3958,5415,-2992,4924,6150,7296,1037,2201,-4988,-3153,318,-1070,-921,
3763,-515,-2413,-3695,-2122,598,-172,103,5844,-6681,4259,4466,1276,4500,1852,343,3635,-3034,3928,2469,3512,-2451,-5497,-7845,-7352,217,-3943,3271,6383,-6742,-1230,9123,-3277,-4248,6691,-3004,4815,-516,6007,1925,-2880,-4569,2398,-1369,-2218,1388,-1837,-1564,-7760,-1214,
-3817,10440,-285,-3811,2804,-1105,-413,941,4918,5813,-6432,8431,2944,-2193,-119,748,10768,516,-433,75,2614,-391,-6591,-918,-8429,1677,-7822,3982,-3262,-976,698,-1327,2485,-58,2747,-5613,-3258,935,-5907,469,-6157,2715,-3424,6144,-1088,-921,1584,2357,-2874,1175,
-1183,-1958,158,-2359,-207,-2868,1921,-4057,-1128,2550,-476,-5198,-1221,1150,590,-1994,-5122,-2497,2078,348,-1901,2721,30,6529,6028,-934,-1132,195,-88,3699,-2738,-3681,-3397,904,-2524,3176,-3290,-259,-553,-2298,-3077,-532,261,-9,2140,-2906,-1071,729,1458,-983,
-5380,8948,661,-5924,1405,1302,2371,875,-755,2354,-7332,4743,3047,-4199,5856,2646,12121,-5104,-1254,1189,4843,8510,-91,3614,-2231,-6796,-4201,-141,-7227,7557,-2994,1204,-2948,4175,-5904,-5713,-4950,1479,-12525,-3682,-2596,3519,3649,5396,4229,-4446,-670,7537,2302,1037,
