1688,6351,-808,1407,-930,125,1969,1883,148,-2246,-5213,2813,-1138,-4187,405,2710,4704,-2016,-3267,-1333,-188,-1664,-2467,-1207,-5096,-1389,1679,2089,-1056,-1410,-285,1724,323,-748,-522,-3827,-770,819,-1055,-740,1905,177,1794,-717,2041,368,-2130,111,-470,-230,
1023,-10692,2330,-1777,-1563,-2931,-1372,-188,-6843,-1285,1769,-12792,-8263,303,-2522,3117,-10816,395,657,-3224,-4986,-1576,-1687,5334,12890,3998,-1020,1906,6167,6251,-5224,-4859,1449,3296,3330,1447,1828,-4120,4711,1950,2104,-4759,-2280,-8719,-158,-14,2723,-651,7443,-702,
790,-1321,1253,482,10434,-5367,6782,2966,-1501,3459,-7802,-7991,-2144,-6978,-2019,1496,-7582,5614,-2649,-2217,-7890,-6267,136,984,6276,-8265,1853,1248,-279,7902,3087,-10221,6647,-719,-119,-1071,-4384,-2004,-2315,-4224,5348,496,-3819,-3792,7717,2805,672,3110,7608,-1869,
4808,11579,-7099,-6211,1970,-1967,-3705,-7384,-7091,2276,-5120,2469,-1424,-1721,-1791,-1361,6490,-7028,-191,6635,654,5236,-5604,12216,1738,5011,-7404,3184,-6429,-926,-7631,-169,5468,5296,-6983,-8806,-5813,-902,-10580,8631,-2961,447,-7675,-3003,-3373,-5802,-1857,-8618,5307,522,
2807,-5000,3245,7915,-9583,-3850,-6411,-403,-5224,-2531,-460,1467,-2625,-983,-1571,264,-6454,-1961,3092,-4720,-8296,967,-977,4769,344,7926,4612,1598,3754,-1218,-4511,-5652,-2929,-190,5471,9230,2484,2593,12804,2409,1207,3121,4273,-5801,-6332,-1882,4621,-5251,722,55,
-2494,-5357,-19,-547,3045,-3310,-3238,-131,6035,4775,5730,-849,6214,5415,1148,-1692,-2132,4515,4903,-379,390,-513,1308,-4701,567,2092,-801,-2545,-1805,1576,4649,-1895,1023,-876,2121,8242,2425,-262,6767,-5313,-2664,2170,-818,7622,-3808,1688,2813,3528,-4505,421,
-2717,7167,-19,3813,-2292,456,-6570,-5267,119,6489,306,5866,3178,1328,-539,-6680,4639,-1471,-1908,-720,3127,3990,5034,6819,-2560,6482,121,-1493,-7807,-822,-569,-3631,2354,6164,-3926,-173,-3812,5435,-5909,1657,-6421,6041,-25,6512,-5617,-2278,793,-752,-512,3107,
-425,-13215,728,-2032,-344,1057,8613,12066,-1768,-9222,939,2111,-5661,-1260,1583,5073,-3616,-1982,1674,-4071,3025,1261,148,-10475,-3369,-14326,1423,-4758,10769,-7111,5518,5883,-3064,-5098,4637,7178,1807,-4043,6790,-5177,12120,-6662,3543,-6713,10948,1016,-3414,4480,-923,-5996,
4027,672,-6633,3119,6019,-587,1672,-2655,1648,-512,-4856,2981,2932,-3321,-2451,-7910,4845,-2207,-2132,239,5003,1465,5087,3125,-1557,-4407,1230,-3401,-5901,-1294,6450,-3649,5424,2309,-4596,811,-7088,-1441,-2691,3284,907,2203,-6863,3206,3588,-3207,-4031,-3938,1130,-3451,
4095,1612,-4242,2983,2884,-5922,-3493,-126,860,-858,187,3504,-4806,1566,-3106,-1498,-235,-1337,4233,-4777,-8627,-2287,-3055,2355,-7486,4827,-1394,2753,-972,-1361,-2666,-7595,1311,-1591,6420,5230,-646,-1162,4282,311,-3473,5193,-2202,-4950,-5526,93,3022,-2735,885,2189,
-2511,-1402,11949,-7188,-3512,-401,-9073,13429,-5004,-9124,-5128,20684,-489,-6399,-2138,14920,7108,10502,10386,-3753,-8120,-6395,-13152,-12281,-19158,5932,-8001,3764,14585,-13000,-1853,6214,8150,444,13666,4689,4183,-2876,12891,1059,7798,776,3407,-1555,-10101,6280,12312,429,4451,-531,
-2516,-2105,-428,-3854,-797,-4159,-533,-2659,2761,2166,5549,-5679,3155,4575,5323,-130,-4921,-687,4709,1857,-1823,944,-203,32,4014,185,-5132,479,-2545,6343,-5887,-160,-4600,-1878,2333,1769,998,1214,-3250,-2534,-7254,-986,3068,3458,-41,-303,-1423,4986,-3119,-618,
6640,2870,-6402,-4249,-3618,5015,1595,-3442,860,-7308,-2916,2534,-1915,5068,-7646,-1178,9484,-1668,-2873,7845,7298,-3733,-5368,1802,-1946,5921,-7147,3177,2586,-15120,-4234,8317,2261,-597,-2622,-10957,807,-1107,-7862,10547,-2984,-8926,-6622,-2742,2377,-1592,-9118,-10788,-3419,834,
6697,5423,-8080,6430,-1637,199,728,-6390,2058,186,3959,-7152,1121,5031,-2182,-11074,-5370,-3070,-4851,4984,429,-849,9917,6646,5646,3126,4751,-4414,-2702,1134,-5113,-3350,-2235,-2278,-7008,-5307,-1257,4458,-7286,3645,-6361,3014,-2543,-1839,-209,-1291,-5479,-5387,-1601,2129,
-2203,1116,1466,-1536,11062,-5175,-4474,1711,3746,3968,2232,3684,801,-1113,-2313,4941,-565,11737,4577,-1601,-7357,-8962,-4124,-8453,-4700,5021,23,3157,-560,-30,4132,-1451,5833,-1203,5931,4204,2564,-213,5106,-1884,1032,6703,-5475,4526,-2919,4428,4209,2614,-1235,1779,
-743,-990,-514,-2063,-690,-4591,2103,-3904,179,3534,-2864,-5310,-2704,-1419,2789,-969,-2145,-2715,2614,-66,-1962,3010,-3377,5920,5075,-665,-4089,2711,-2173,3885,-2243,-3298,-2620,654,-2973,1686,-5217,-1079,-605,-1135,-3504,-578,134,-191,1905,-4015,-1329,1747,-269,-2654,
616,-1362,-11874,-8195,3857,-9566,-6694,-5781,1274,7456,13056,-6429,5894,14043,619,-7981,-7231,4594,7666,11466,-2041,-3471,6514,-2527,7282,6074,-8948,-2938,-5689,5742,-5950,-608,-2578,1082,-5353,140,7553,-4494,-15681,2265,-18539,2622,-5457,4950,-4269,3371,1578,-1012,-4101,3448,
-6440,-1029,1617,-9270,1762,-6617,-4529,1507,-5648,7025,5093,-11431,-728,6290,6586,7253,-7934,9734,4433,4673,-8897,-2850,-272,-943,15043,2636,-4562,871,-12,15200,-9066,1863,392,2414,-2361,1235,5574,-330,-9145,-1583,-5045,-2847,-233,3396,-4218,4869,6453,5781,7184,3017,
-7706,1209,15651,392,3410,2181,6292,10098,-8005,395,-11025,-5673,-5818,-17419,652,15251,-1626,7229,-8882,-7122,-3932,1680,-5330,-5051,8325,-15033,6800,5791,3694,11343,4676,-2717,7761,-590,1026,-3133,-2537,-914,3763,-8394,18080,-5871,3799,-1775,6148,4809,8653,9359,9791,-3664,
-6162,-5333,5995,-3313,-5468,1163,3652,2841,-7302,-3562,5205,-5960,1531,1845,9568,6720,-5744,-4727,-1627,-62,3175,9313,1420,1502,3151,-7345,1457,-1301,3141,4585,-1857,5840,-5431,-16,-3860,1793,3598,-1859,1334,-6034,2064,-7497,9903,-3211,5262,780,-851,7627,1212,-448,
-3396,-4799,591,-611,832,-3025,-2345,-5753,769,7290,2739,-3268,2483,3980,-492,-5167,-4656,433,4285,-610,-287,1742,4186,5299,5058,2380,-1295,-2623,-1415,4538,955,-5978,-1585,963,-1362,6193,-1263,-254,-15,-883,-4148,1604,-1843,3566,-2490,-1593,2353,1273,1403,868,
