-323,
-293,
-682,
-587,
-383,
-272,
-281,
23,
137,
267,
523,
677,
371,
209,
-55,
495,
362,
177,
323,
218,
191,
629,
658,
482,
746,
595,
696,
535,
330,
54,
-291,
-434,
-651,
-536,
-945,
-1137,
-1342,
-1446,
-1126,
-1740,
-1368,
-1084,
-1237,
-1269,
-850,
-273,
253,
599,
1125,
1104,
1015,
1172,
2018,
2019,
2042,
2041,
2039,
2040,
2038,
1730,
-742,
-1967,
-1981,
-37,
1889,
390,
-2001,
-2018,
-253,
2042,
2045,
2043,
851,
-1637,
-1411,
-1526,
-1071,
-586,
-487,
-149,
-494,
-1041,
-1914,
-2043,
-2040,
-2032,
-1179,
-350,
316,
946,
960,
1021,
1012,
892,
830,
524,
534,
365,
-104,
-14,
-329,
-740,
-539,
-153,
389,
422,
241,
414,
509,
206,
207,
109,
345,
39,
-124,
-51,
114,
-114,
131,
31,
78,
106,
-73,
140,
-218,
-228,
-284,
-407,
